date,m3 yield,m6 yield,y1 yield,y5 yield,y5 inflation indexed,y10 yield,y10 inflation indexed,m3 secondary,m6 secondary,spy,eur_usd
2018-03-09,1.67,1.89,2.03,2.65,0.69,2.90,0.78,1.64,1.84,262.8012390136719,1.2306632995605469
2018-03-12,1.71,1.89,2.05,2.64,0.62,2.87,0.77,1.68,1.85,262.4713439941406,1.2308752536773682
2018-03-13,1.73,1.90,2.03,2.62,0.57,2.84,0.75,1.70,1.86,260.77508544921875,1.2339584827423096
2018-03-14,1.76,1.94,2.05,2.61,0.57,2.81,0.74,1.73,1.89,259.4369201660156,1.239234209060669
2018-03-15,1.77,1.95,2.07,2.62,0.55,2.82,0.74,1.74,1.90,259.1541748046875,1.2375624179840088
2018-03-16,1.78,1.96,2.08,2.65,0.60,2.85,0.77,1.75,1.91,259.43524169921875,1.2309207916259766
2018-03-19,1.80,1.99,2.08,2.65,0.61,2.85,0.77,1.77,1.94,255.9249725341797,1.228078842163086
2018-03-20,1.81,1.97,2.08,2.69,0.64,2.89,0.81,1.78,1.92,256.36016845703125,1.2336845397949219
2018-03-21,1.74,1.95,2.06,2.69,0.73,2.89,0.80,1.71,1.90,255.86817932128906,1.2251899242401123
2018-03-22,1.72,1.95,2.05,2.63,0.60,2.83,0.75,1.69,1.90,249.4722137451172,1.2347661256790161
2018-03-23,1.74,1.92,2.04,2.61,0.60,2.82,0.75,1.71,1.87,244.15480041503906,1.2324985265731812
2018-03-26,1.79,1.94,2.06,2.64,0.63,2.85,0.77,1.76,1.90,250.8346710205078,1.2457488775253296
2018-03-27,1.77,1.93,2.10,2.58,0.64,2.78,0.71,1.74,1.89,246.56753540039062,1.240787148475647
2018-03-28,1.73,1.95,2.12,2.59,0.68,2.77,0.72,1.70,1.90,245.83892822265625,1.2310267686843872
2018-03-29,1.73,1.93,2.09,2.56,0.64,2.74,0.69,1.70,1.88,248.98020935058594,1.2302846908569336
2018-03-30,,,,,,,,,,,
2018-04-02,1.77,1.92,2.08,2.55,0.56,2.73,0.68,1.74,1.88,243.6060791015625,1.229271411895752
2018-04-03,1.75,1.92,2.09,2.60,0.61,2.79,0.71,1.72,1.88,246.7283477783203,1.2278525829315186
2018-04-04,1.71,1.90,2.07,2.61,0.57,2.79,0.71,1.68,1.86,249.3681640625,1.228682279586792
2018-04-05,1.72,1.93,2.07,2.64,0.71,2.83,0.75,1.69,1.88,251.336181640625,1.2251598834991455
2018-04-06,1.73,1.91,2.06,2.58,0.57,2.77,0.70,1.70,1.86,245.73489379882812,
2018-04-09,1.76,1.93,2.08,2.60,0.58,2.78,0.71,1.73,1.89,246.94598388671875,1.2322403192520142
2018-04-10,1.74,1.93,2.09,2.62,0.62,2.80,0.72,1.71,1.89,250.87246704101562,1.2363078594207764
2018-04-11,1.73,1.95,2.09,2.62,0.56,2.79,0.68,1.70,1.90,249.55738830566406,1.2371643781661987
2018-04-12,1.75,1.95,2.11,2.67,0.62,2.83,0.70,1.72,1.90,251.61048889160156,1.2329696416854858
2018-04-13,1.76,1.97,2.12,2.67,0.66,2.82,0.69,1.73,1.92,250.87246704101562,
2018-04-16,1.79,1.98,2.12,2.69,0.61,2.83,0.71,1.76,1.94,252.93508911132812,1.2385127544403076
2018-04-17,1.80,2.02,2.16,2.68,0.67,2.82,0.68,1.77,1.97,255.64108276367188,1.237317442893982
2018-04-18,1.81,2.01,2.17,2.73,0.69,2.87,0.71,1.78,1.96,255.8303985595703,1.237914800643921
2018-04-19,1.82,2.01,2.21,2.77,0.65,2.92,0.75,1.79,1.96,254.41111755371094,1.2345526218414307
2018-04-20,1.81,2.01,2.22,2.80,0.70,2.96,0.79,1.78,1.96,252.25392150878906,
2018-04-23,1.87,2.04,2.25,2.83,0.72,2.98,0.80,1.84,1.99,252.216064453125,1.22089684009552
2018-04-24,1.87,2.05,2.25,2.83,0.73,3.00,0.83,1.84,2.00,248.81935119628906,1.2241400480270386
2018-04-25,1.85,2.03,2.26,2.84,0.75,3.03,0.86,1.82,1.98,249.43438720703125,1.2171669006347656
2018-04-26,1.82,2.02,2.25,2.82,0.72,3.00,0.82,1.79,1.97,251.97003173828125,1.2109616994857788
2018-04-27,1.82,2.02,2.24,2.80,0.71,2.96,0.79,1.78,1.97,252.20660400390625,
2018-04-30,1.87,2.04,2.24,2.79,0.69,2.95,0.78,1.84,1.99,250.26698303222656,1.2081234455108643
2018-05-01,1.85,2.05,2.26,2.82,0.73,2.97,0.81,1.82,2.00,250.711669921875,1.1991558074951172
2018-05-02,1.84,2.03,2.24,2.80,0.71,2.97,0.80,1.81,1.98,249.0275115966797,1.19510018825531
2018-05-03,1.84,2.02,2.24,2.78,0.69,2.94,0.78,1.80,1.97,248.47874450683594,1.1989257335662842
2018-05-04,1.84,2.03,2.24,2.78,0.69,2.95,0.79,1.80,1.98,251.69564819335938,
2018-05-07,1.86,2.05,2.25,2.78,0.67,2.95,0.78,1.83,2.00,252.54722595214844,1.1933743953704834
2018-05-08,1.87,2.05,2.26,2.81,0.71,2.97,0.81,1.84,2.00,252.54722595214844,1.1867886781692505
2018-05-09,1.88,2.05,2.27,2.84,0.71,3.00,0.82,1.85,2.00,254.98825073242188,1.184721827507019
2018-05-10,1.90,2.05,2.27,2.83,0.71,2.97,0.80,1.86,2.00,257.37255859375,1.1917530298233032
2018-05-11,1.92,2.06,2.28,2.84,0.71,2.97,0.82,1.88,2.01,258.1578674316406,
2018-05-14,1.93,2.09,2.28,2.85,0.73,3.00,0.85,1.90,2.04,258.2809143066406,1.1931180953979492
2018-05-15,1.92,2.09,2.31,2.92,0.77,3.08,0.90,1.89,2.04,256.5020751953125,1.1820889711380005
2018-05-16,1.92,2.09,2.32,2.94,0.78,3.09,0.92,1.88,2.04,257.5807800292969,1.1816978454589844
2018-05-17,1.92,2.10,2.32,2.94,0.78,3.11,0.95,1.88,2.05,257.3631286621094,1.1795234680175781
2018-05-18,1.91,2.09,2.32,2.90,0.76,3.06,0.91,1.87,2.04,256.7197265625,
2018-05-21,1.93,2.14,2.35,2.90,0.75,3.06,0.90,1.90,2.09,258.64984130859375,1.1792453527450562
2018-05-22,1.93,2.13,2.34,2.90,0.77,3.06,0.91,1.90,2.08,257.9307861328125,1.1788560152053833
2018-05-23,1.92,2.11,2.29,2.83,0.71,3.01,0.87,1.88,2.06,258.6404113769531,1.1710150241851807
2018-05-24,1.91,2.09,2.28,2.82,0.71,2.98,0.86,1.87,2.04,258.1106262207031,1.1722642183303833
2018-05-25,1.90,2.07,2.27,2.76,0.72,2.93,0.84,1.86,2.02,257.4955749511719,
2018-05-28,,,,,,,,,,,1.162696123123169
2018-05-29,1.93,2.06,2.17,2.58,0.60,2.77,0.73,1.90,2.01,254.53411865234375,1.1539349555969238
2018-05-30,1.94,2.08,2.23,2.67,0.67,2.84,0.78,1.90,2.03,257.9307861328125,1.1667250394821167
2018-05-31,1.93,2.08,2.23,2.68,0.65,2.83,0.76,1.89,2.03,256.3507385253906,1.1693171262741089
2018-06-01,1.92,2.10,2.28,2.74,0.68,2.89,0.80,1.88,2.05,258.8675537109375,
2018-06-04,1.94,2.13,2.30,2.78,0.72,2.94,0.82,1.91,2.08,260.0975036621094,1.1700559854507446
2018-06-05,1.94,2.13,2.32,2.76,0.71,2.92,0.79,1.91,2.08,260.28680419921875,1.1726216077804565
2018-06-06,1.95,2.13,2.32,2.81,0.75,2.97,0.83,1.91,2.08,262.4629211425781,1.178550362586975
2018-06-07,1.94,2.12,2.31,2.77,0.69,2.93,0.80,1.90,2.07,262.43450927734375,1.1795234680175781
2018-06-08,1.93,2.12,2.30,2.77,0.71,2.93,0.82,1.89,2.07,263.2103576660156,
2018-06-11,1.94,2.11,2.32,2.80,0.72,2.96,0.83,1.91,2.06,263.5604553222656,1.177412509918213
2018-06-12,1.92,2.10,2.31,2.81,0.74,2.96,0.83,1.89,2.05,263.90106201171875,1.17482590675354
2018-06-13,1.94,2.09,2.35,2.85,0.76,2.98,0.86,1.90,2.04,263.0589294433594,1.1807769536972046
2018-06-14,1.94,2.07,2.35,2.81,0.74,2.94,0.82,1.90,2.02,263.7212829589844,1.1566576957702637
2018-06-15,1.94,2.07,2.35,2.81,0.73,2.93,0.81,1.90,2.02,263.3847961425781,
2018-06-18,1.94,2.13,2.35,2.80,0.72,2.92,0.80,1.91,2.08,262.8431396484375,1.1630746126174927
2018-06-19,1.94,2.13,2.34,2.77,0.70,2.89,0.77,1.91,2.08,261.835693359375,1.1588560342788696
2018-06-20,1.94,2.14,2.36,2.80,0.74,2.93,0.81,1.90,2.09,262.2823791503906,1.1579033136367798
2018-06-21,1.94,2.12,2.34,2.77,0.72,2.90,0.79,1.90,2.07,260.6381530761719,1.1605775356292725
2018-06-22,1.93,2.11,2.33,2.77,0.70,2.90,0.78,1.89,2.06,261.1133728027344,
2018-06-25,1.93,2.13,2.34,2.75,0.69,2.87,0.77,1.90,2.08,257.558837890625,1.1702749729156494
2018-06-26,1.93,2.14,2.33,2.75,0.68,2.88,0.76,1.90,2.09,258.1291198730469,1.1650259494781494
2018-06-27,1.93,2.10,2.33,2.71,0.64,2.83,0.72,1.89,2.05,255.99070739746094,1.1563634872436523
2018-06-28,1.93,2.11,2.33,2.73,0.66,2.84,0.74,1.89,2.06,257.454345703125,1.1562966108322144
2018-06-29,1.93,2.11,2.33,2.73,0.67,2.85,0.74,1.89,2.06,257.824951171875,
2018-07-02,1.98,2.14,2.34,2.75,0.68,2.87,0.73,1.95,2.09,258.376220703125,1.1642121076583862
2018-07-03,1.98,2.12,2.33,2.72,0.64,2.83,0.71,1.94,2.07,257.4637756347656,1.1659224033355713
2018-07-04,,,,,,,,,,,1.166235089302063
2018-07-05,1.96,2.11,2.32,2.74,0.64,2.84,0.71,1.92,2.06,259.564208984375,1.1695905923843384
2018-07-06,1.97,2.13,2.34,2.71,0.63,2.82,0.70,1.93,2.07,261.7596130371094,
2018-07-09,1.98,2.15,2.34,2.75,0.65,2.86,0.73,1.95,2.10,264.1166687011719,1.1756960153579712
2018-07-10,1.99,2.15,2.36,2.77,0.68,2.87,0.74,1.95,2.10,265.0670166015625,1.1727042198181152
2018-07-11,1.97,2.14,2.36,2.74,0.67,2.85,0.74,1.93,2.09,263.1282043457031,1.1676785945892334
2018-07-12,1.98,2.17,2.39,2.75,0.69,2.85,0.75,1.94,2.11,265.51373291015625,1.1665889024734497
2018-07-13,1.98,2.16,2.37,2.73,0.66,2.83,0.72,1.94,2.10,265.7228088378906,
2018-07-16,2.01,2.19,2.39,2.75,0.70,2.85,0.75,1.98,2.14,265.4852294921875,1.170946478843689
2018-07-17,2.02,2.19,2.39,2.76,0.73,2.86,0.77,1.98,2.14,266.55914306640625,1.1653246879577637
2018-07-18,2.00,2.17,2.43,2.77,0.74,2.88,0.79,1.96,2.12,267.1199645996094,1.164564609527588
2018-07-19,2.00,2.16,2.40,2.74,0.73,2.84,0.75,1.96,2.10,266.11248779296875,1.1655147075653076
2018-07-20,1.99,2.16,2.41,2.77,0.75,2.89,0.78,1.95,2.10,265.8083190917969,
2018-07-23,1.99,2.19,2.42,2.83,0.82,2.96,0.85,1.96,2.14,266.3025207519531,1.1694128513336182
2018-07-24,2.02,2.19,2.42,2.83,0.83,2.95,0.84,1.98,2.14,267.6426696777344,1.1685519218444824
2018-07-25,2.01,2.20,2.42,2.82,0.81,2.94,0.81,1.97,2.14,269.9236145019531,1.1737502813339233
2018-07-26,1.99,2.19,2.41,2.86,0.86,2.98,0.87,1.95,2.13,269.286865234375,1.1642934083938599
2018-07-27,2.00,2.20,2.43,2.84,0.84,2.96,0.84,1.96,2.14,267.4620361328125,
2018-07-30,2.04,2.21,2.43,2.85,0.84,2.98,0.85,2.01,2.16,266.0649719238281,1.1707408428192139
2018-07-31,2.03,2.21,2.44,2.85,0.85,2.96,0.84,1.99,2.16,267.37646484375,1.168961763381958
2018-08-01,2.03,2.22,2.45,2.87,0.87,3.00,0.87,1.99,2.16,266.9298095703125,1.1665889024734497
2018-08-02,2.02,2.22,2.45,2.85,0.86,2.98,0.86,1.98,2.16,268.38397216796875,1.1586008071899414
2018-08-03,2.01,2.23,2.43,2.82,0.82,2.95,0.83,1.97,2.17,269.533935546875,
2018-08-06,2.05,2.23,2.44,2.80,0.82,2.94,0.83,2.02,2.18,270.5223388671875,1.1558021306991577
2018-08-07,2.06,2.23,2.45,2.84,0.84,2.98,0.85,2.02,2.18,271.415771484375,1.1602946519851685
2018-08-08,2.06,2.24,2.44,2.83,0.85,2.96,0.85,2.02,2.18,271.3016662597656,1.1610760688781738
2018-08-09,2.06,2.25,2.44,2.80,0.83,2.93,0.82,2.02,2.19,270.9310607910156,1.1523923873901367
2018-08-10,2.05,2.23,2.42,2.75,0.77,2.87,0.78,2.01,2.17,269.11572265625,
2018-08-13,2.06,2.22,2.42,2.75,0.76,2.88,0.78,2.03,2.17,268.1083679199219,1.1402509212493896
2018-08-14,2.08,2.25,2.44,2.77,0.78,2.89,0.80,2.04,2.19,269.8190612792969,1.1345715522766113
2018-08-15,2.07,2.23,2.45,2.73,0.76,2.86,0.78,2.03,2.17,267.8042297363281,1.134429931640625
2018-08-16,2.07,2.24,2.45,2.75,0.78,2.87,0.79,2.03,2.18,269.9710693359375,1.1371389627456665
2018-08-17,2.05,2.24,2.44,2.75,0.79,2.87,0.79,2.01,2.18,270.9215393066406,
2018-08-20,2.06,2.25,2.43,2.70,0.75,2.82,0.75,2.03,2.20,271.5013427734375,1.149134635925293
2018-08-21,2.08,2.25,2.45,2.73,0.76,2.85,0.77,2.04,2.19,272.1380615234375,1.1576753854751587
2018-08-22,2.09,2.24,2.43,2.70,0.74,2.82,0.74,2.05,2.18,271.97650146484375,1.1584800481796265
2018-08-23,2.08,2.23,2.43,2.72,0.73,2.82,0.73,2.04,2.17,271.6153564453125,1.154334545135498
2018-08-24,2.09,2.25,2.44,2.72,0.73,2.82,0.73,2.05,2.19,273.25,
2018-08-27,2.12,2.25,2.47,2.74,0.74,2.85,0.74,2.08,2.20,275.40740966796875,1.1683608293533325
2018-08-28,2.13,2.28,2.47,2.77,0.78,2.88,0.77,2.09,2.22,275.5404968261719,1.1691256761550903
2018-08-29,2.13,2.28,2.48,2.78,0.78,2.89,0.77,2.09,2.22,277.0231018066406,1.1709738969802856
2018-08-30,2.11,2.28,2.47,2.75,0.76,2.86,0.76,2.07,2.22,275.90167236328125,1.1664663553237915
2018-08-31,2.11,2.28,2.46,2.74,0.76,2.86,0.78,2.07,2.22,275.9111328125,
2018-09-03,,,,,,,,,,,1.161548137664795
2018-09-04,2.13,2.29,2.49,2.78,0.79,2.90,0.80,2.09,2.24,275.4359436035156,1.1586545705795288
2018-09-05,2.14,2.30,2.49,2.77,0.79,2.90,0.81,2.10,2.25,274.6946105957031,1.1635212898254395
2018-09-06,2.13,2.30,2.50,2.76,0.79,2.88,0.80,2.09,2.24,273.8677978515625,1.1620069742202759
2018-09-07,2.14,2.30,2.53,2.82,0.84,2.94,0.84,2.10,2.24,273.3355407714844,
2018-09-10,2.14,2.32,2.54,2.83,0.85,2.94,0.84,2.11,2.27,273.81072998046875,1.159595012664795
2018-09-11,2.15,2.31,2.55,2.87,0.86,2.98,0.86,2.11,2.26,274.7135925292969,1.1596084833145142
2018-09-12,2.16,2.33,2.56,2.87,0.85,2.97,0.85,2.12,2.27,274.7801818847656,1.1629259586334229
2018-09-13,2.15,2.33,2.55,2.87,0.89,2.97,0.87,2.11,2.27,276.40533447265625,1.1691803932189941
2018-09-14,2.16,2.33,2.56,2.90,0.90,2.99,0.89,2.12,2.27,276.45281982421875,
2018-09-17,2.16,2.35,2.57,2.89,0.90,2.99,0.89,2.13,2.30,274.98919677734375,1.1669156551361084
2018-09-18,2.17,2.36,2.58,2.94,0.93,3.05,0.92,2.13,2.31,276.48138427734375,1.167992353439331
2018-09-19,2.16,2.36,2.58,2.96,0.94,3.08,0.93,2.12,2.30,276.7760009765625,1.167460560798645
2018-09-20,2.17,2.37,2.58,2.96,0.94,3.07,0.92,2.13,2.31,279.01898193359375,1.1775927543640137
2018-09-21,2.18,2.38,2.58,2.95,0.93,3.07,0.92,2.14,2.32,278.7640075683594,
2018-09-24,2.22,2.38,2.60,2.96,0.93,3.08,0.92,2.18,2.33,277.8379821777344,1.175295352935791
2018-09-25,2.21,2.38,2.59,2.99,0.94,3.10,0.94,2.17,2.32,277.5802307128906,1.1763184070587158
2018-09-26,2.20,2.37,2.58,2.96,0.92,3.06,0.92,2.16,2.31,276.7496337890625,1.1748534440994263
2018-09-27,2.18,2.37,2.58,2.96,0.92,3.06,0.91,2.14,2.31,277.52288818359375,1.1637378931045532
2018-09-28,2.19,2.36,2.59,2.94,0.91,3.05,0.91,2.15,2.30,277.55157470703125,
2018-10-01,2.23,2.40,2.60,2.96,0.92,3.09,0.95,2.19,2.34,278.515869140625,1.157755732536316
2018-10-02,2.23,2.41,2.61,2.94,0.91,3.05,0.93,2.19,2.35,278.3534851074219,1.1551746129989624
2018-10-03,2.23,2.41,2.62,3.02,0.95,3.15,0.99,2.19,2.35,278.5062561035156,1.147631287574768
2018-10-04,2.22,2.42,2.63,3.05,0.99,3.19,1.03,2.18,2.36,276.32952880859375,1.1518083810806274
2018-10-05,2.23,2.41,2.64,3.07,1.02,3.23,1.07,2.18,2.35,274.78289794921875,
2018-10-08,,,,,,,,,,274.78289794921875,1.1494120359420776
2018-10-09,2.25,2.46,2.65,3.05,1.00,3.21,1.04,2.21,2.40,274.3819274902344,1.1506949663162231
2018-10-10,2.27,2.45,2.67,3.05,1.01,3.22,1.06,2.23,2.39,265.69415283203125,1.1533360481262207
2018-10-11,2.27,2.44,2.66,3.00,1.01,3.14,1.02,2.22,2.38,259.841796875,1.1590440273284912
2018-10-12,2.28,2.44,2.66,3.00,1.01,3.15,1.03,2.23,2.38,263.4505920410156,
2018-10-15,2.31,2.47,2.67,3.01,1.01,3.16,1.03,2.27,2.41,261.97076416015625,1.1583458185195923
2018-10-16,2.30,2.46,2.66,3.02,1.01,3.16,1.03,2.26,2.40,267.6989440917969,1.1575279235839844
2018-10-17,2.31,2.47,2.66,3.04,1.04,3.19,1.06,2.27,2.41,267.7467346191406,1.1500862836837769
2018-10-18,2.32,2.47,2.67,3.03,1.04,3.17,1.07,2.27,2.41,263.8801574707031,1.1460003852844238
2018-10-19,2.31,2.48,2.67,3.05,1.07,3.20,1.09,2.26,2.42,263.7370300292969,
2018-10-22,2.34,2.49,2.68,3.05,1.07,3.20,1.09,2.30,2.43,262.5531311035156,1.1467890739440918
2018-10-23,2.33,2.48,2.67,3.01,1.07,3.17,1.08,2.29,2.42,261.2165832519531,1.147315263748169
2018-10-24,2.34,2.47,2.64,2.94,1.01,3.10,1.03,2.29,2.41,253.30206298828125,1.1399258375167847
2018-10-25,2.34,2.47,2.66,2.98,1.07,3.14,1.09,2.29,2.41,257.8464660644531,1.1377859115600586
2018-10-26,2.33,2.47,2.63,2.91,0.98,3.08,1.02,2.28,2.41,253.31161499023438,
2018-10-29,2.34,2.49,2.64,2.91,0.99,3.08,1.02,2.30,2.43,251.90821838378906,1.1398738622665405
2018-10-30,2.33,2.48,2.66,2.94,1.03,3.12,1.07,2.29,2.42,255.64105224609375,1.137617588043213
2018-10-31,2.34,2.49,2.69,2.98,1.08,3.15,1.10,2.29,2.43,258.3715515136719,1.1346358060836792
2018-11-01,2.32,2.49,2.67,2.96,1.08,3.14,1.12,2.27,2.43,261.12115478515625,1.1316697597503662
2018-11-02,2.33,2.50,2.70,3.04,1.13,3.22,1.16,2.28,2.44,259.5744934082031,1.1403288841247559
2018-11-05,2.36,2.51,2.71,3.03,1.12,3.20,1.14,2.32,2.45,261.0065612792969,1.1397570371627808
2018-11-06,2.35,2.52,2.72,3.05,1.13,3.22,1.15,2.31,2.46,262.6581726074219,1.141291856765747
2018-11-07,2.37,2.51,2.74,3.07,1.14,3.22,1.15,2.32,2.45,268.2814025878906,1.1438506841659546
2018-11-08,2.35,2.52,2.74,3.09,1.17,3.24,1.17,2.30,2.46,267.79443359375,1.1434059143066406
2018-11-09,2.36,2.52,2.73,3.05,1.15,3.19,1.15,2.31,2.46,265.1786193847656,1.1368415355682373
2018-11-12,,,,,,,,,,260.22369384765625,1.132502794265747
2018-11-13,2.38,2.53,2.72,2.99,1.11,3.14,1.12,2.34,2.47,259.73681640625,1.1233429908752441
2018-11-14,2.38,2.52,2.71,2.95,1.10,3.12,1.12,2.33,2.46,257.9610900878906,1.1311193704605103
2018-11-15,2.37,2.51,2.70,2.94,1.09,3.11,1.11,2.32,2.45,260.6533203125,1.131183385848999
2018-11-16,2.36,2.50,2.68,2.90,1.02,3.08,1.06,2.31,2.44,261.3311462402344,1.1324899196624756
2018-11-19,2.38,2.52,2.66,2.87,1.02,3.06,1.07,2.34,2.46,256.91082763671875,1.141396164894104
2018-11-20,2.39,2.51,2.67,2.88,1.06,3.06,1.09,2.34,2.45,252.15643310546875,1.1455016136169434
2018-11-21,2.41,2.52,2.67,2.89,1.08,3.06,1.09,2.36,2.46,253.01565551757812,1.1372424364089966
2018-11-22,,,,,,,,,,,1.1388354301452637
2018-11-23,2.41,2.52,2.67,2.88,1.11,3.05,1.09,2.36,2.46,251.32583618164062,1.1403158903121948
2018-11-26,2.41,2.54,2.70,2.90,1.12,3.07,1.11,2.37,2.48,255.3833465576172,1.1337354183197021
2018-11-27,2.41,2.53,2.70,2.89,1.16,3.06,1.15,2.36,2.47,256.2425537109375,1.1333370208740234
2018-11-28,2.40,2.53,2.69,2.87,1.13,3.06,1.12,2.35,2.47,262.14263916015625,1.1298797130584717
2018-11-29,2.37,2.52,2.69,2.85,1.06,3.03,1.05,2.32,2.46,261.56982421875,1.1368545293807983
2018-11-30,2.37,2.52,2.70,2.84,1.07,3.01,1.04,2.32,2.46,263.1641845703125,1.1392766237258911
2018-12-03,2.38,2.56,2.72,2.83,1.07,2.98,1.02,2.34,2.50,266.6488037109375,1.1342240571975708
2018-12-04,2.42,2.58,2.71,2.79,1.05,2.91,0.97,2.38,2.51,258.0087890625,1.135486125946045
2018-12-05,,,,,,,,,,,1.1342884302139282
2018-12-06,2.41,2.56,2.70,2.75,1.06,2.87,0.97,2.36,2.49,257.61737060546875,1.13490629196167
2018-12-07,2.40,2.54,2.68,2.70,1.02,2.85,0.96,2.35,2.47,251.63133239746094,1.1374752521514893
2018-12-10,2.41,2.54,2.69,2.71,1.06,2.85,0.99,2.37,2.48,252.10870361328125,1.1400948762893677
2018-12-11,2.41,2.55,2.70,2.75,1.13,2.89,1.06,2.37,2.49,252.16595458984375,1.1356538534164429
2018-12-12,2.43,2.56,2.70,2.77,1.15,2.91,1.08,2.39,2.49,253.43572998046875,1.1323105096817017
2018-12-13,2.43,2.56,2.69,2.75,1.13,2.91,1.08,2.38,2.49,253.3498077392578,1.1373459100723267
2018-12-14,2.42,2.56,2.68,2.73,1.13,2.89,1.07,2.37,2.49,248.67176818847656,1.1363636255264282
2018-12-17,2.40,2.54,2.66,2.69,1.11,2.86,1.05,2.36,2.48,243.79324340820312,1.1305949687957764
2018-12-18,2.39,2.53,2.64,2.65,1.07,2.82,1.01,2.34,2.47,243.52590942382812,1.1349835395812988
2018-12-19,2.40,2.54,2.62,2.62,1.06,2.77,0.97,2.35,2.47,239.87893676757812,1.1375399827957153
2018-12-20,2.39,2.55,2.64,2.65,1.12,2.79,1.03,2.34,2.48,235.9741973876953,1.1389521360397339
2018-12-21,2.39,2.54,2.62,2.64,1.09,2.79,1.02,2.34,2.47,231.13919067382812,1.1456853151321411
2018-12-24,2.45,2.52,2.61,2.58,1.06,2.74,0.99,2.41,2.46,225.03179931640625,1.1372811794281006
2018-12-25,,,,,,,,,,,1.140393853187561
2018-12-26,2.44,2.54,2.61,2.67,1.10,2.81,1.04,2.39,2.47,236.40151977539062,1.1415525674819946
2018-12-27,2.41,2.49,2.58,2.60,1.07,2.77,1.03,2.36,2.43,238.21644592285156,1.1361312866210938
2018-12-28,2.40,2.48,2.57,2.56,1.04,2.72,0.99,2.35,2.42,237.90916442871094,1.143105387687683
2018-12-31,2.45,2.56,2.63,2.51,1.00,2.69,0.98,2.40,2.50,239.9929656982422,1.1439945697784424
2019-01-01,,,,,,,,,,,1.1493064165115356
2019-01-02,2.42,2.51,2.60,2.49,1.00,2.66,0.96,2.37,2.45,240.2426300048828,1.14617121219635
2019-01-03,2.41,2.47,2.50,2.37,0.88,2.56,0.88,2.36,2.41,234.509765625,1.1318106651306152
2019-01-04,2.42,2.51,2.57,2.49,0.91,2.67,0.91,2.37,2.45,242.3648681640625,1.1391078233718872
2019-01-07,2.45,2.54,2.58,2.53,0.92,2.70,0.92,2.41,2.48,244.27581787109375,1.1410444974899292
2019-01-08,2.46,2.54,2.60,2.58,0.92,2.73,0.91,2.41,2.48,246.57086181640625,1.1479737758636475
2019-01-09,2.45,2.52,2.59,2.57,0.89,2.74,0.91,2.40,2.46,247.72320556640625,1.1456066370010376
2019-01-10,2.43,2.51,2.59,2.56,0.91,2.74,0.93,2.38,2.45,248.59706115722656,1.1554949283599854
2019-01-11,2.43,2.50,2.58,2.52,0.86,2.71,0.88,2.38,2.44,248.693115234375,1.151012897491455
2019-01-14,2.45,2.52,2.57,2.53,0.89,2.71,0.90,2.40,2.46,247.17587280273438,1.146013617515564
2019-01-15,2.45,2.52,2.57,2.53,0.90,2.72,0.91,2.40,2.46,250.00869750976562,1.1472889184951782
2019-01-16,2.43,2.49,2.57,2.54,0.90,2.73,0.91,2.38,2.43,250.61363220214844,1.1416828632354736
2019-01-17,2.42,2.50,2.57,2.58,0.94,2.75,0.96,2.37,2.44,252.51499938964844,1.1398088932037354
2019-01-18,2.41,2.50,2.60,2.62,0.95,2.79,0.96,2.36,2.44,255.87600708007812,1.13926362991333
2019-01-21,,,,,,,,,,,1.1365574598312378
2019-01-22,2.43,2.51,2.59,2.57,0.94,2.74,0.95,2.38,2.45,252.41896057128906,1.136932134628296
2019-01-23,2.41,2.51,2.59,2.59,0.95,2.76,0.96,2.36,2.45,252.94712829589844,1.1364023685455322
2019-01-24,2.37,2.50,2.58,2.55,0.93,2.72,0.95,2.32,2.44,253.08154296875,1.1388224363327026
2019-01-25,2.39,2.51,2.60,2.59,0.95,2.76,0.97,2.34,2.45,255.22300720214844,1.1313496828079224
2019-01-28,2.42,2.51,2.60,2.58,0.96,2.75,0.97,2.37,2.45,253.28323364257812,1.1413049697875977
2019-01-29,2.42,2.51,2.60,2.55,0.93,2.72,0.94,2.37,2.45,252.94712829589844,1.143000841140747
2019-01-30,2.42,2.50,2.57,2.49,0.81,2.70,0.86,2.37,2.44,256.9515380859375,1.1435366868972778
2019-01-31,2.41,2.46,2.55,2.43,0.73,2.63,0.78,2.36,2.40,259.2081298828125,1.1487650871276855
2019-02-01,2.40,2.46,2.56,2.51,0.79,2.70,0.82,2.35,2.40,259.3330078125,1.1449507474899292
2019-02-04,2.42,2.49,2.57,2.53,0.81,2.73,0.86,2.37,2.43,261.157470703125,1.1455278396606445
2019-02-05,2.42,2.50,2.56,2.51,0.79,2.71,0.84,2.37,2.44,262.25225830078125,1.1436283588409424
2019-02-06,2.42,2.50,2.56,2.50,0.79,2.70,0.84,2.37,2.44,261.90655517578125,1.140992522239685
2019-02-07,2.42,2.49,2.55,2.46,0.77,2.65,0.81,2.37,2.43,259.40985107421875,1.1365960836410522
2019-02-08,2.43,2.49,2.54,2.44,0.75,2.63,0.81,2.38,2.43,259.7267150878906,1.1338768005371094
2019-02-11,2.45,2.51,2.55,2.47,0.78,2.65,0.83,2.40,2.45,259.8707580566406,1.1324259042739868
2019-02-12,2.43,2.50,2.55,2.49,0.78,2.68,0.85,2.38,2.44,263.2125244140625,1.1279042959213257
